Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
Train Epoch: 5 [27500/49000 (56%)]	Train Loss: 1.821433	Val Loss: 1.861325	Val Acc: 35.900001525878906
Train Epoch: 5 [30000/49000 (61%)]	Train Loss: 1.769726	Val Loss: 1.874081	Val Acc: 37.70000076293945
Train Epoch: 5 [32500/49000 (66%)]	Train Loss: 1.907266	Val Loss: 1.896400	Val Acc: 36.70000076293945
Train Epoch: 5 [35000/49000 (71%)]	Train Loss: 1.682053	Val Loss: 1.884608	Val Acc: 36.900001525878906
Train Epoch: 5 [37500/49000 (77%)]	Train Loss: 1.702232	Val Loss: 1.877196	Val Acc: 36.79999923706055
Train Epoch: 5 [40000/49000 (82%)]	Train Loss: 1.898543	Val Loss: 1.916957	Val Acc: 34.599998474121094
Train Epoch: 5 [42500/49000 (87%)]	Train Loss: 1.848061	Val Loss: 1.881419	Val Acc: 37.29999923706055
Train Epoch: 5 [45000/49000 (92%)]	Train Loss: 1.779228	Val Loss: 1.904079	Val Acc: 36.29999923706055
Train Epoch: 5 [47500/49000 (97%)]	Train Loss: 1.841091	Val Loss: 1.842852	Val Acc: 37.900001525878906
Train Epoch: 6 [0/49000 (0%)]	Train Loss: 1.712616	Val Loss: 1.845104	Val Acc: 38.70000076293945
Train Epoch: 6 [2500/49000 (5%)]	Train Loss: 1.703780	Val Loss: 1.850302	Val Acc: 37.70000076293945
Train Epoch: 6 [5000/49000 (10%)]	Train Loss: 1.713382	Val Loss: 1.873379	Val Acc: 36.5
Train Epoch: 6 [7500/49000 (15%)]	Train Loss: 1.826091	Val Loss: 1.833992	Val Acc: 37.400001525878906
Train Epoch: 6 [10000/49000 (20%)]	Train Loss: 1.838146	Val Loss: 1.834120	Val Acc: 38.0
Train Epoch: 6 [12500/49000 (26%)]	Train Loss: 1.735215	Val Loss: 1.853335	Val Acc: 38.29999923706055
Train Epoch: 6 [15000/49000 (31%)]	Train Loss: 1.752900	Val Loss: 1.866836	Val Acc: 38.70000076293945
Train Epoch: 6 [17500/49000 (36%)]	Train Loss: 1.811099	Val Loss: 1.842495	Val Acc: 37.20000076293945
Train Epoch: 6 [20000/49000 (41%)]	Train Loss: 1.930422	Val Loss: 1.880356	Val Acc: 36.900001525878906
Train Epoch: 6 [22500/49000 (46%)]	Train Loss: 1.781244	Val Loss: 1.845315	Val Acc: 37.79999923706055
Train Epoch: 6 [25000/49000 (51%)]	Train Loss: 1.800350	Val Loss: 1.839149	Val Acc: 37.70000076293945
Train Epoch: 6 [27500/49000 (56%)]	Train Loss: 1.835852	Val Loss: 1.890609	Val Acc: 38.20000076293945
Train Epoch: 6 [30000/49000 (61%)]	Train Loss: 1.723545	Val Loss: 1.880392	Val Acc: 36.0
Train Epoch: 6 [32500/49000 (66%)]	Train Loss: 1.709865	Val Loss: 1.836987	Val Acc: 38.29999923706055
Train Epoch: 6 [35000/49000 (71%)]	Train Loss: 1.956853	Val Loss: 1.831401	Val Acc: 38.70000076293945
Train Epoch: 6 [37500/49000 (77%)]	Train Loss: 1.795441	Val Loss: 1.854582	Val Acc: 37.900001525878906
Train Epoch: 6 [40000/49000 (82%)]	Train Loss: 1.739026	Val Loss: 1.874985	Val Acc: 35.599998474121094
Train Epoch: 6 [42500/49000 (87%)]	Train Loss: 1.788351	Val Loss: 1.876540	Val Acc: 36.70000076293945
Train Epoch: 6 [45000/49000 (92%)]	Train Loss: 1.756940	Val Loss: 1.866190	Val Acc: 38.400001525878906
Train Epoch: 6 [47500/49000 (97%)]	Train Loss: 1.775597	Val Loss: 1.857872	Val Acc: 37.400001525878906
Train Epoch: 7 [0/49000 (0%)]	Train Loss: 1.681366	Val Loss: 1.863742	Val Acc: 38.5
Train Epoch: 7 [2500/49000 (5%)]	Train Loss: 1.904349	Val Loss: 1.853212	Val Acc: 37.70000076293945
Train Epoch: 7 [5000/49000 (10%)]	Train Loss: 1.776610	Val Loss: 1.839024	Val Acc: 38.400001525878906
Train Epoch: 7 [7500/49000 (15%)]	Train Loss: 1.651740	Val Loss: 1.879382	Val Acc: 36.900001525878906
Train Epoch: 7 [10000/49000 (20%)]	Train Loss: 1.777033	Val Loss: 1.877300	Val Acc: 36.099998474121094
Train Epoch: 7 [12500/49000 (26%)]	Train Loss: 1.642341	Val Loss: 1.922142	Val Acc: 36.400001525878906
Train Epoch: 7 [15000/49000 (31%)]	Train Loss: 1.775320	Val Loss: 1.889782	Val Acc: 37.20000076293945
Train Epoch: 7 [17500/49000 (36%)]	Train Loss: 1.926559	Val Loss: 1.878511	Val Acc: 36.5
Train Epoch: 7 [20000/49000 (41%)]	Train Loss: 1.671388	Val Loss: 1.859275	Val Acc: 38.79999923706055
Train Epoch: 7 [22500/49000 (46%)]	Train Loss: 1.763193	Val Loss: 1.844951	Val Acc: 40.099998474121094
Train Epoch: 7 [25000/49000 (51%)]	Train Loss: 1.807320	Val Loss: 1.850910	Val Acc: 36.79999923706055
Train Epoch: 7 [27500/49000 (56%)]	Train Loss: 1.758120	Val Loss: 1.875614	Val Acc: 36.599998474121094
Train Epoch: 7 [30000/49000 (61%)]	Train Loss: 1.782271	Val Loss: 1.890599	Val Acc: 37.400001525878906
Train Epoch: 7 [32500/49000 (66%)]	Train Loss: 1.797525	Val Loss: 1.871188	Val Acc: 39.599998474121094
Train Epoch: 7 [35000/49000 (71%)]	Train Loss: 1.872392	Val Loss: 1.842683	Val Acc: 38.79999923706055
Train Epoch: 7 [37500/49000 (77%)]	Train Loss: 1.707440	Val Loss: 1.851770	Val Acc: 38.70000076293945
Train Epoch: 7 [40000/49000 (82%)]	Train Loss: 1.770381	Val Loss: 1.859192	Val Acc: 39.0
Train Epoch: 7 [42500/49000 (87%)]	Train Loss: 1.823130	Val Loss: 1.869707	Val Acc: 38.400001525878906
Train Epoch: 7 [45000/49000 (92%)]	Train Loss: 1.756166	Val Loss: 1.855950	Val Acc: 37.70000076293945
Train Epoch: 7 [47500/49000 (97%)]	Train Loss: 1.741116	Val Loss: 1.856922	Val Acc: 38.0
Train Epoch: 8 [0/49000 (0%)]	Train Loss: 1.719354	Val Loss: 1.839263	Val Acc: 38.099998474121094
Train Epoch: 8 [2500/49000 (5%)]	Train Loss: 1.748842	Val Loss: 1.850984	Val Acc: 38.79999923706055
Train Epoch: 8 [5000/49000 (10%)]	Train Loss: 1.776363	Val Loss: 1.884969	Val Acc: 37.0
Train Epoch: 8 [7500/49000 (15%)]	Train Loss: 1.813996	Val Loss: 1.839831	Val Acc: 37.5
Train Epoch: 8 [10000/49000 (20%)]	Train Loss: 1.821990	Val Loss: 1.863121	Val Acc: 36.70000076293945
Train Epoch: 8 [12500/49000 (26%)]	Train Loss: 1.629793	Val Loss: 1.870966	Val Acc: 38.0
Train Epoch: 8 [15000/49000 (31%)]	Train Loss: 1.658992	Val Loss: 1.849216	Val Acc: 35.599998474121094
Train Epoch: 8 [17500/49000 (36%)]	Train Loss: 1.714483	Val Loss: 1.840888	Val Acc: 38.599998474121094
Train Epoch: 8 [20000/49000 (41%)]	Train Loss: 1.690733	Val Loss: 1.859900	Val Acc: 37.099998474121094
Train Epoch: 8 [22500/49000 (46%)]	Train Loss: 1.861696	Val Loss: 1.861797	Val Acc: 37.20000076293945
Train Epoch: 8 [25000/49000 (51%)]	Train Loss: 1.812755	Val Loss: 1.847106	Val Acc: 39.400001525878906
Train Epoch: 8 [27500/49000 (56%)]	Train Loss: 1.681348	Val Loss: 1.844982	Val Acc: 38.099998474121094
Train Epoch: 8 [30000/49000 (61%)]	Train Loss: 1.765075	Val Loss: 1.877819	Val Acc: 37.900001525878906
Train Epoch: 8 [32500/49000 (66%)]	Train Loss: 1.959295	Val Loss: 1.887125	Val Acc: 36.70000076293945
Train Epoch: 8 [35000/49000 (71%)]	Train Loss: 1.808772	Val Loss: 1.855307	Val Acc: 37.70000076293945
Train Epoch: 8 [37500/49000 (77%)]	Train Loss: 1.719506	Val Loss: 1.853148	Val Acc: 38.20000076293945
Train Epoch: 8 [40000/49000 (82%)]	Train Loss: 1.723062	Val Loss: 1.838177	Val Acc: 39.0
Train Epoch: 8 [42500/49000 (87%)]	Train Loss: 1.762096	Val Loss: 1.906947	Val Acc: 37.70000076293945
Train Epoch: 8 [45000/49000 (92%)]	Train Loss: 1.679368	Val Loss: 1.828467	Val Acc: 38.70000076293945
Train Epoch: 8 [47500/49000 (97%)]	Train Loss: 1.633508	Val Loss: 1.832773	Val Acc: 38.0
Train Epoch: 9 [0/49000 (0%)]	Train Loss: 1.715765	Val Loss: 1.845495	Val Acc: 38.099998474121094
Train Epoch: 9 [2500/49000 (5%)]	Train Loss: 1.826479	Val Loss: 1.863593	Val Acc: 38.70000076293945
Train Epoch: 9 [5000/49000 (10%)]	Train Loss: 1.721096	Val Loss: 1.851032	Val Acc: 38.79999923706055
